p,min1,max1,min2,max2,min3,max3,name1,name2,name3
0.010036496,17,43,13,13,53,53,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,5,17,13,13,51,53,TrafficSpeed High,Weather Data winddir,AQI Data PM25
0.010036496,4,17,13,13,53,53,TrafficSpeed High,Weather Data winddir,AQI Data PM25
0.010036496,15,33,8,93,53,53,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,93,93,53,53,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,8,66,53,53,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,24,66,53,53,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,8,8,53,53,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,25,44,8,93,53,53,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,25,44,93,93,53,53,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,25,44,8,66,53,53,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,25,44,24,66,53,53,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,25,44,8,8,53,53,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,4,18,8,93,47,53,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010036496,4,18,93,93,47,53,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010036496,4,18,8,66,47,53,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010036496,4,18,24,66,47,53,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010036496,4,18,8,8,47,53,TrafficSpeed High,Weather Data windspeed,AQI Data NO2
0.010036496,24,24,13,13,53,55,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,17,19,13,13,55,55,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,27,42,13,13,53,55,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,15,32,8,93,55,55,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,32,93,93,55,55,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,32,8,66,55,55,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,32,24,66,55,55,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,32,8,8,55,55,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,44,8,93,55,55,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,44,93,93,55,55,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,44,8,66,55,55,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,44,24,66,55,55,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,44,8,8,55,55,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,26,42,13,13,57,57,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,15,33,8,93,57,57,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,93,93,57,57,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,8,66,57,57,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,24,66,57,57,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,33,8,8,57,57,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,24,43,8,93,55,57,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,43,93,93,55,57,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,43,8,66,55,57,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,43,24,66,55,57,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,43,8,8,55,57,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,25,42,13,13,59,59,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,15,52,8,93,59,59,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,93,93,59,59,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,8,66,59,59,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,24,66,59,59,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,8,8,59,59,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,14,44,8,93,59,59,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,14,44,93,93,59,59,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,14,44,8,66,59,59,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,14,44,24,66,59,59,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,14,44,8,8,59,59,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,19,19,17,66,59,61,TrafficSpeed Car,Weather Data humidity,AQI Data PM25
0.010036496,19,19,13,13,53,61,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,17,19,17,66,59,61,TrafficSpeed Car,Weather Data humidity,AQI Data PM25
0.010036496,17,19,13,13,57,61,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,17,20,17,66,61,61,TrafficSpeed Car,Weather Data humidity,AQI Data PM25
0.010036496,17,20,13,13,61,61,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,16,43,17,66,61,61,TrafficSpeed Low,Weather Data humidity,AQI Data PM25
0.010036496,16,43,13,13,61,61,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,25,42,17,66,61,61,TrafficSpeed Middle,Weather Data humidity,AQI Data PM25
0.010036496,25,42,13,13,61,61,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,24,44,8,93,61,61,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,93,93,61,61,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,66,61,61,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,24,66,61,61,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,8,61,61,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,18,42,17,66,61,62,TrafficSpeed Low,Weather Data humidity,AQI Data PM25
0.010036496,26,42,17,66,61,62,TrafficSpeed Middle,Weather Data humidity,AQI Data PM25
0.010036496,18,42,13,13,61,63,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,18,43,13,13,63,63,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,15,52,8,93,63,63,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,93,93,63,63,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,8,66,63,63,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,24,66,63,63,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,52,8,8,63,63,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,93,63,63,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,93,93,63,63,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,66,63,63,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,24,66,63,63,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,8,63,63,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,18,43,13,13,65,65,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,15,56,20,43,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,24,43,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,26,43,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,20,22,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,26,42,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,20,21,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,27,42,65,65,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,15,56,8,93,65,65,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,56,93,93,65,65,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,56,8,66,65,65,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,56,24,66,65,65,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,56,8,8,65,65,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,20,43,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,24,43,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,26,43,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,20,22,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,26,42,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,20,21,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,27,42,65,65,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,8,93,65,65,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,93,93,65,65,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,66,65,65,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,24,66,65,65,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,8,65,65,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,20,43,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,24,43,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,26,43,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,20,22,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,26,42,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,20,21,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,27,42,65,65,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,8,93,65,65,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,93,93,65,65,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,66,65,65,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,24,66,65,65,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,8,65,65,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,19,43,13,13,65,66,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,26,42,29,42,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,15,45,20,43,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,24,43,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,26,43,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,20,22,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,26,42,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,20,21,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,27,42,67,67,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,45,8,93,67,67,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,93,93,67,67,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,66,67,67,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,24,66,67,67,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,45,8,8,67,67,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,20,43,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,24,43,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,26,43,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,20,22,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,26,42,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,20,21,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,27,42,67,67,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,44,8,93,67,67,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,93,93,67,67,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,66,67,67,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,24,66,67,67,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,24,44,8,8,67,67,TrafficSpeed Middle,Weather Data windspeed,AQI Data NO2
0.010036496,16,58,20,43,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,24,43,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,26,43,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,20,22,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,26,42,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,20,21,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,27,42,69,69,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,58,8,93,69,69,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,58,93,93,69,69,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,58,8,66,69,69,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,58,24,66,69,69,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,58,8,8,69,69,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,26,42,31,42,67,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,26,42,32,42,67,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,26,42,32,41,67,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,26,42,13,13,61,71,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,25,42,31,42,69,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,25,42,32,42,69,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,25,42,32,41,69,71,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,25,42,13,13,69,71,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010036496,16,56,20,43,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,24,43,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,26,43,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,20,22,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,26,42,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,20,21,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,27,42,71,71,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,56,8,93,71,71,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,56,93,93,71,71,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,56,8,66,71,71,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,56,24,66,71,71,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,56,8,8,71,71,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,20,43,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,24,43,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,26,43,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,20,22,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,26,42,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,20,21,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,27,42,71,73,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,12,74,71,73,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,74,71,73,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,72,71,73,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,15,72,71,73,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,8,93,71,73,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,93,93,71,73,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,8,66,71,73,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,24,66,71,73,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,8,8,71,73,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,25,43,20,43,67,73,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,43,20,43,69,73,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,15,47,24,43,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,26,43,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,20,22,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,26,42,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,20,21,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,27,42,75,75,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,47,12,74,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,12,74,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,74,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,74,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,72,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,13,72,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,15,72,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,15,72,75,75,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,47,8,93,75,75,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,93,93,75,75,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,8,66,75,75,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,24,66,75,75,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,47,8,8,75,75,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,16,30,8,93,77,77,TrafficSpeed Car,Weather Data windspeed,AQI Data PM10
0.010036496,15,43,8,93,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010036496,16,26,31,42,77,77,TrafficSpeed Car,Weather Data temperature,AQI Data PM25
0.010036496,16,26,32,42,77,77,TrafficSpeed Car,Weather Data temperature,AQI Data PM25
0.010036496,16,26,32,41,77,77,TrafficSpeed Car,Weather Data temperature,AQI Data PM25
0.010036496,16,26,93,93,77,77,TrafficSpeed Car,Weather Data windspeed,AQI Data PM25
0.010036496,16,26,13,13,77,77,TrafficSpeed Car,Weather Data winddir,AQI Data PM25
0.010036496,18,44,31,42,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,44,32,42,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,44,32,41,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,44,93,93,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data PM25
0.010036496,18,44,13,13,77,77,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,4,17,31,42,67,77,TrafficSpeed High,Weather Data temperature,AQI Data PM25
0.010036496,4,17,32,42,67,77,TrafficSpeed High,Weather Data temperature,AQI Data PM25
0.010036496,4,17,32,41,67,77,TrafficSpeed High,Weather Data temperature,AQI Data PM25
0.010036496,4,17,93,93,73,77,TrafficSpeed High,Weather Data windspeed,AQI Data PM25
0.010036496,4,17,13,13,67,77,TrafficSpeed High,Weather Data winddir,AQI Data PM25
0.010036496,15,46,26,43,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,20,22,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,26,42,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,20,21,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,27,42,77,77,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,12,74,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,12,74,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,12,75,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,74,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,74,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,74,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,15,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,15,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,15,72,77,77,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,8,93,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,46,93,93,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,46,8,66,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,46,24,66,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,15,46,8,8,77,77,TrafficSpeed Low,Weather Data windspeed,AQI Data NO2
0.010036496,25,43,24,43,67,77,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,24,43,24,43,69,77,TrafficSpeed Middle,Weather Data temperature,AQI Data NO2
0.010036496,15,30,8,93,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data PM10
0.010036496,15,44,8,93,79,79,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010036496,24,43,8,93,77,79,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010036496,18,43,31,42,77,79,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,43,32,42,77,79,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,43,32,41,77,79,TrafficSpeed Low,Weather Data temperature,AQI Data PM25
0.010036496,18,43,93,93,77,79,TrafficSpeed Low,Weather Data windspeed,AQI Data PM25
0.010036496,18,43,13,13,77,79,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010036496,24,42,31,42,73,79,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,25,41,31,42,69,79,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,25,42,31,42,73,79,TrafficSpeed Middle,Weather Data temperature,AQI Data PM25
0.010036496,16,49,20,22,79,79,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,49,26,42,79,79,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,49,20,21,79,79,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,49,27,42,79,79,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,49,27,42,79,79,TrafficSpeed Car,Weather Data temperature,AQI Data NO2
0.010036496,16,49,13,74,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,13,74,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,13,74,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,13,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,13,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,13,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,15,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,15,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,15,72,79,79,TrafficSpeed Car,Weather Data humidity,AQI Data NO2
0.010036496,16,49,8,93,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,49,93,93,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,49,8,66,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,49,24,66,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,16,49,8,8,79,79,TrafficSpeed Car,Weather Data windspeed,AQI Data NO2
0.010036496,15,46,20,22,79,79,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,26,42,79,79,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,20,21,79,79,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,27,42,79,79,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,27,42,79,79,TrafficSpeed Low,Weather Data temperature,AQI Data NO2
0.010036496,15,46,13,74,79,79,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,74,79,79,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
0.010036496,15,46,13,74,79,79,TrafficSpeed Low,Weather Data humidity,AQI Data NO2
