p,min1,max1,min2,max2,min3,max3,name1,name2,name3
0.010093848,27,42,12,13,91,99,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,27,42,13,13,91,99,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,27,42,22,22,91,99,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,22,24,12,23,101,101,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010093848,22,24,22,23,101,101,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010093848,22,24,12,13,101,101,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010093848,22,24,13,13,101,101,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010093848,22,24,22,22,101,101,TrafficSpeed Car,Weather Data winddir,AQI Data NO2
0.010093848,16,45,20,21,103,105,TrafficSpeed Low,Weather Data temperature,AQI Data PM10
0.010093848,15,46,20,21,109,109,TrafficSpeed Car,Weather Data temperature,AQI Data PM10
0.010093848,15,46,13,75,109,109,TrafficSpeed Car,Weather Data humidity,AQI Data PM10
0.010093848,31,40,12,23,121,121,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,31,40,22,23,121,121,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,31,40,12,13,121,121,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,31,40,13,13,121,121,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,31,40,22,22,121,121,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,34,39,12,23,121,125,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,34,39,22,23,121,125,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,34,39,12,13,121,125,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,34,39,13,13,121,125,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,34,39,22,22,121,125,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,35,36,12,23,127,129,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,35,36,22,23,127,129,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,35,36,12,13,127,129,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,35,36,13,13,127,129,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,35,36,22,22,127,129,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,36,36,12,23,127,131,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,36,36,22,23,127,131,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,36,36,12,13,127,131,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,36,36,13,13,127,131,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,36,36,22,22,127,131,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010093848,22,37,12,23,132,132,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010093848,22,37,12,13,132,132,TrafficSpeed Low,Weather Data winddir,AQI Data PM25
0.010093848,29,41,12,23,148,149,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010093848,29,41,12,13,148,149,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010093848,39,39,12,23,208,209,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010093848,39,39,12,13,208,209,TrafficSpeed Middle,Weather Data winddir,AQI Data PM25
0.010093848,23,29,24,66,267,267,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,23,29,8,8,267,267,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,23,29,24,43,267,267,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,23,29,43,43,267,267,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,23,29,24,24,267,267,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,25,28,24,66,266,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,25,28,8,8,266,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,25,28,24,43,266,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,25,28,43,43,266,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,25,28,24,24,266,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,24,66,267,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,8,8,267,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,24,43,267,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,43,43,267,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,24,24,267,269,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,33,40,8,8,274,275,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010093848,33,40,24,43,274,275,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010093848,33,40,43,43,274,275,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010093848,33,40,24,24,274,275,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,8,8,277,277,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,24,43,277,277,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,43,43,277,277,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,24,28,24,24,277,277,TrafficSpeed Low,Weather Data windspeed,AQI Data PM10
0.010093848,39,39,43,43,319,319,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010093848,39,39,24,24,319,319,TrafficSpeed Middle,Weather Data windspeed,AQI Data PM10
0.010069082,17,43,15,71,1.9,2,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,43,15,71,1.9,2,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,43,15,71,1.9,2,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,43,15,71,1.9,2,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,15,71,1.9,2,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,4,15,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,4,16,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,4,17,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,15,71,1.9,2,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,12,23,2.5,2.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,12,13,2.5,2.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,22,22,2.5,2.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,15,32,12,23,2.8,2.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,32,12,13,2.8,2.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,32,22,22,2.8,2.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,43,12,23,2.8,2.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,43,12,13,2.8,2.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,43,22,22,2.8,2.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,42,12,74,2.8,2.8,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,25,43,12,23,2.8,2.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,25,43,12,13,2.8,2.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,25,43,22,22,2.8,2.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,4,17,12,23,2.8,2.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,4,17,12,13,2.8,2.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,4,17,22,22,2.8,2.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,15,12,74,2.8,2.8,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,12,74,2.8,2.8,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,14,42,14,68,3,3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,14,42,16,66,3,3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,14,42,16,64,3,3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,14,42,62,63,3,3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,14,42,12,23,3,3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,14,42,12,13,3,3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,14,42,22,22,3,3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,27,16,66,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,16,66,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,16,64,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,16,64,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,62,63,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,62,63,3.1,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,12,23,3.1,3.1,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,27,12,13,3.1,3.1,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,27,22,22,3.1,3.1,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,14,68,2.8,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,14,69,3,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,14,68,2.8,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,14,69,3,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,14,68,2.8,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,14,69,3,3.1,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,42,14,68,2.8,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,14,69,3,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,16,66,2.8,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,16,66,3,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,16,64,2.8,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,16,64,3,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,62,63,2.8,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,62,63,3,3.1,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,15,42,12,23,2.5,3.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,42,12,13,2.5,3.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,15,42,22,22,2.5,3.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,26,43,16,66,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,16,66,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,16,64,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,16,64,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,62,63,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,62,63,3.1,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,12,23,3.1,3.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,12,13,3.1,3.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,22,22,3.1,3.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,27,43,14,68,2.8,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,14,69,3,3.1,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,5,15,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,14,68,2.8,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,14,69,3,3.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,27,43,16,66,2.8,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,16,66,3,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,16,64,2.8,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,16,64,3,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,62,63,2.8,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,62,63,3,3.2,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,27,43,12,23,2.8,3.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,27,43,12,13,2.8,3.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,27,43,22,22,2.8,3.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,16,25,16,66,2.8,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,16,66,3,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,16,64,2.8,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,16,64,3,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,62,63,2.8,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,62,63,3,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,25,12,23,2.8,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,12,13,2.8,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,22,22,2.8,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,27,16,64,3.4,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,16,64,3.4,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,62,63,3.4,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,62,63,3.4,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,27,12,23,3.4,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,27,12,13,3.4,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,27,22,22,3.4,3.4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,16,66,2.8,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,16,66,3,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,16,66,2.8,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,16,66,3,3.4,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,42,16,64,3.4,3.4,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,16,64,3.4,3.4,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,62,63,3.4,3.4,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,62,63,3.4,3.4,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,12,23,3.4,3.4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,42,12,13,3.4,3.4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,42,22,22,3.4,3.4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,26,43,16,64,3.4,3.4,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,16,64,3.4,3.4,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,62,63,3.4,3.4,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,62,63,3.4,3.4,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,12,23,3.4,3.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,12,13,3.4,3.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,22,22,3.4,3.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,5,15,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,16,66,2.8,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,16,66,3,3.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,17,16,64,2.8,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,16,64,3,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,62,63,2.8,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,62,63,3,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,12,23,2.8,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,12,13,2.8,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,22,22,2.8,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,16,64,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,16,64,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,62,63,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,62,63,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,17,12,23,3.4,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,12,13,3.4,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,17,22,22,3.4,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,26,62,63,3.7,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,26,62,63,3.7,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,15,26,12,23,3.7,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,26,12,13,3.7,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,15,26,22,22,3.7,3.7,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,16,64,2.8,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,16,64,3,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,16,64,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,16,64,3.4,3.7,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,16,42,62,63,3.7,3.7,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,62,63,3.7,3.7,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,42,12,23,3.7,3.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,42,12,13,3.7,3.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,42,22,22,3.7,3.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,26,43,62,63,3.7,3.7,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,62,63,3.7,3.7,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,26,43,12,23,3.7,3.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,12,13,3.7,3.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,26,43,22,22,3.7,3.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,5,15,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,62,63,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,62,63,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,15,12,23,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,15,12,13,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,15,22,22,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,16,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,62,63,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,62,63,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,16,12,23,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,16,12,13,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,16,22,22,2.5,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,62,63,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,62,63,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,5,17,12,23,2.8,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,12,13,2.8,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,22,22,2.8,3.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,17,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,16,64,2.8,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,16,64,3,3.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,17,17,62,63,2.8,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,62,63,3,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,12,23,2.8,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,12,13,2.8,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,22,22,2.8,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,62,63,3.4,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,62,63,3.4,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,12,23,3.4,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,12,13,3.4,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,22,22,3.4,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,62,63,3.7,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,62,63,3.7,3.8,TrafficSpeed Car,Weather Data humidity,AQI Data SO2
0.010069082,17,17,12,23,3.7,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
