p,min1,max1,min2,max2,name1,name2
0.01000391,47.1,47.7,31,35,AQI Data O3,Weather Data humidity
0.010199426,48.1,48.1,30,41,AQI Data O3,Weather Data humidity
0.01000391,50.1,50.1,30,36,AQI Data O3,Weather Data humidity
0.010036496,51.3,51.3,28,54,AQI Data O3,Weather Data humidity
0.01000391,51.3,51.4,45,45,AQI Data O3,Weather Data humidity
0.01000391,50.4,51.5,30,36,AQI Data O3,Weather Data humidity
0.010036496,51.3,51.5,41,41,AQI Data O3,Weather Data humidity
0.01000391,54.5,54.5,27,55,AQI Data O3,Weather Data humidity
0.01000391,54.5,54.7,45,47,AQI Data O3,Weather Data humidity
0.01000391,54.5,54.8,39,42,AQI Data O3,Weather Data humidity
0.010036496,55.1,55.1,28,42,AQI Data O3,Weather Data humidity
0.01000391,55.1,55.3,28,37,AQI Data O3,Weather Data humidity
0.010036496,55.9,55.9,28,52,AQI Data O3,Weather Data humidity
0.01000391,54.5,56.3,39,41,AQI Data O3,Weather Data humidity
0.01000391,55.1,56.3,39,42,AQI Data O3,Weather Data humidity
0.01000391,55.7,56.3,28,37,AQI Data O3,Weather Data humidity
0.01000391,56.1,56.3,39,43,AQI Data O3,Weather Data humidity
0.01000391,55.1,56.5,28,36,AQI Data O3,Weather Data humidity
0.01000391,56.7,56.9,29,37,AQI Data O3,Weather Data humidity
0.01000391,57.1,57.1,29,52,AQI Data O3,Weather Data humidity
0.01000391,57.1,57.4,29,37,AQI Data O3,Weather Data humidity
0.010101668,57.7,57.7,27,55,AQI Data O3,Weather Data humidity
0.01000391,58.1,58.2,29,53,AQI Data O3,Weather Data humidity
0.01000391,58.5,58.5,29,53,AQI Data O3,Weather Data humidity
0.010036496,59.1,59.1,27,53,AQI Data O3,Weather Data humidity
0.01000391,58.7,60.1,28,53,AQI Data O3,Weather Data humidity
0.010134254,60.9,60.9,25,56,AQI Data O3,Weather Data humidity
0.01000391,60.9,64.1,27,53,AQI Data O3,Weather Data humidity
0.01000391,64.1,64.1,24,59,AQI Data O3,Weather Data humidity
0.01000391,64.9,65.3,27,53,AQI Data O3,Weather Data humidity
0.01000391,65.7,65.7,27,53,AQI Data O3,Weather Data humidity
0.01000391,66.5,66.8,27,53,AQI Data O3,Weather Data humidity
0.01000391,66.7,66.8,27,54,AQI Data O3,Weather Data humidity
0.010036496,67.1,67.3,27,54,AQI Data O3,Weather Data humidity
0.010232013,67.3,67.3,24,60,AQI Data O3,Weather Data humidity
0.01000391,58.7,68.9,28,37,AQI Data O3,Weather Data humidity
0.01000391,60.6,68.9,28,53,AQI Data O3,Weather Data humidity
0.01000391,66.7,68.9,28,54,AQI Data O3,Weather Data humidity
0.01000391,66.7,69.5,29,54,AQI Data O3,Weather Data humidity
0.010036496,70.5,70.5,24,65,AQI Data O3,Weather Data humidity
0.01000391,71.6,72.9,29,54,AQI Data O3,Weather Data humidity
0.010036496,73.7,73.7,21,65,AQI Data O3,Weather Data humidity
0.01000391,73.1,74.4,28,53,AQI Data O3,Weather Data humidity
0.010036496,75.2,75.2,28,53,AQI Data O3,Weather Data humidity
0.01000391,76.1,76.9,29,54,AQI Data O3,Weather Data humidity
0.01000391,76.2,76.9,28,54,AQI Data O3,Weather Data humidity
0.010492701,76.9,76.9,22,60,AQI Data O3,Weather Data humidity
0.01000391,77.1,77.2,28,53,AQI Data O3,Weather Data humidity
0.010036496,77.2,77.2,28,54,AQI Data O3,Weather Data humidity
0.01000391,77.6,77.6,28,53,AQI Data O3,Weather Data humidity
0.01000391,77.8,77.8,28,54,AQI Data O3,Weather Data humidity
0.01000391,78.4,78.4,29,54,AQI Data O3,Weather Data humidity
0.01000391,79,79,28,54,AQI Data O3,Weather Data humidity
0.01000391,79.7,79.8,28,54,AQI Data O3,Weather Data humidity
0.010199426,80.1,80.1,20,63,AQI Data O3,Weather Data humidity
0.010069082,82.2,82.2,28,54,AQI Data O3,Weather Data humidity
0.01000391,78.8,82.6,29,54,AQI Data O3,Weather Data humidity
0.01000391,83,83.1,29,54,AQI Data O3,Weather Data humidity
0.01000391,83.3,83.3,21,63,AQI Data O3,Weather Data humidity
0.01000391,52.1,83.4,29,36,AQI Data O3,Weather Data humidity
0.01000391,57.7,83.4,29,37,AQI Data O3,Weather Data humidity
0.01000391,66.7,83.4,29,53,AQI Data O3,Weather Data humidity
0.01000391,83.3,83.4,28,53,AQI Data O3,Weather Data humidity
0.01000391,83.6,83.9,29,53,AQI Data O3,Weather Data humidity
0.01000391,84.1,84.7,29,53,AQI Data O3,Weather Data humidity
0.01000391,85.3,85.3,29,54,AQI Data O3,Weather Data humidity
0.01000391,85.5,85.5,29,54,AQI Data O3,Weather Data humidity
0.01000391,85.1,85.8,29,53,AQI Data O3,Weather Data humidity
0.01000391,86.5,86.5,22,61,AQI Data O3,Weather Data humidity
0.010069082,87.1,87.1,28,53,AQI Data O3,Weather Data humidity
0.01000391,57.7,87.2,39,53,AQI Data O3,Weather Data humidity
0.01000391,66.7,87.2,30,53,AQI Data O3,Weather Data humidity
0.01000391,83.3,87.2,30,53,AQI Data O3,Weather Data humidity
0.01000391,86.1,87.2,29,53,AQI Data O3,Weather Data humidity
0.01000391,87.6,87.8,29,53,AQI Data O3,Weather Data humidity
0.01000391,86.1,88.1,29,52,AQI Data O3,Weather Data humidity
0.01000391,89.5,89.5,28,53,AQI Data O3,Weather Data humidity
0.01016684,89.7,89.7,24,60,AQI Data O3,Weather Data humidity
0.01000391,55.9,90.1,52,52,AQI Data O3,Weather Data humidity
0.01000391,57,90.1,39,52,AQI Data O3,Weather Data humidity
0.01000391,86.1,90.1,30,52,AQI Data O3,Weather Data humidity
0.01000391,88.9,90.1,29,52,AQI Data O3,Weather Data humidity
0.01000391,90,90.1,28,52,AQI Data O3,Weather Data humidity
0.01000391,88.9,90.4,29,51,AQI Data O3,Weather Data humidity
0.01000391,90,90.4,29,51,AQI Data O3,Weather Data humidity
0.010036496,90.6,90.6,29,51,AQI Data O3,Weather Data humidity
0.01000391,90.8,90.8,29,52,AQI Data O3,Weather Data humidity
0.01000391,55.9,91.5,45,50,AQI Data O3,Weather Data humidity
0.01000391,56.8,91.5,39,50,AQI Data O3,Weather Data humidity
0.01000391,88.9,91.5,30,51,AQI Data O3,Weather Data humidity
0.01000391,90,91.5,30,51,AQI Data O3,Weather Data humidity
0.01000391,90.8,91.5,29,51,AQI Data O3,Weather Data humidity
0.01000391,91.4,91.5,28,51,AQI Data O3,Weather Data humidity
0.01000391,92,92,28,52,AQI Data O3,Weather Data humidity
0.01000391,91.4,92.2,28,49,AQI Data O3,Weather Data humidity
0.01000391,91.9,92.2,28,51,AQI Data O3,Weather Data humidity
0.01000391,91.9,92.5,29,51,AQI Data O3,Weather Data humidity
0.01000391,88.9,92.9,51,51,AQI Data O3,Weather Data humidity
0.01000391,90,92.9,51,51,AQI Data O3,Weather Data humidity
0.01000391,90.8,92.9,51,51,AQI Data O3,Weather Data humidity
0.01000391,91.4,92.9,51,51,AQI Data O3,Weather Data humidity
0.01000391,91.9,92.9,29,49,AQI Data O3,Weather Data humidity
0.01000391,92.8,92.9,28,49,AQI Data O3,Weather Data humidity
0.01000391,92.9,92.9,22,60,AQI Data O3,Weather Data humidity
0.01000391,91.9,93.6,30,49,AQI Data O3,Weather Data humidity
0.01000391,92.8,93.6,30,49,AQI Data O3,Weather Data humidity
0.01000391,92.9,93.6,30,49,AQI Data O3,Weather Data humidity
0.01016684,93.8,93.8,30,49,AQI Data O3,Weather Data humidity
0.01000391,94.1,94.1,30,49,AQI Data O3,Weather Data humidity
0.01000391,51.7,94.2,30,36,AQI Data O3,Weather Data humidity
0.01000391,91.9,94.2,30,43,AQI Data O3,Weather Data humidity
0.01000391,92.8,94.2,30,43,AQI Data O3,Weather Data humidity
0.01000391,92.9,94.2,30,43,AQI Data O3,Weather Data humidity
0.01000391,56.1,94.8,40,43,AQI Data O3,Weather Data humidity
0.01000391,56.5,94.8,39,43,AQI Data O3,Weather Data humidity
0.01000391,91.9,94.8,31,43,AQI Data O3,Weather Data humidity
0.01000391,92.8,94.8,31,43,AQI Data O3,Weather Data humidity
0.01000391,92.9,94.8,31,43,AQI Data O3,Weather Data humidity
0.01000391,94.6,94.8,30,43,AQI Data O3,Weather Data humidity
0.01000391,54.5,96.1,45,45,AQI Data O3,Weather Data humidity
0.01000391,55.1,96.1,45,47,AQI Data O3,Weather Data humidity
0.01000391,55.4,96.1,45,48,AQI Data O3,Weather Data humidity
0.01000391,55.5,96.1,45,49,AQI Data O3,Weather Data humidity
0.01000391,91.9,96.1,31,42,AQI Data O3,Weather Data humidity
0.01000391,92.8,96.1,31,42,AQI Data O3,Weather Data humidity
0.01000391,92.9,96.1,31,42,AQI Data O3,Weather Data humidity
0.01000391,94.6,96.1,31,42,AQI Data O3,Weather Data humidity
0.01000391,95.4,96.1,31,43,AQI Data O3,Weather Data humidity
0.01000391,95.9,96.1,31,49,AQI Data O3,Weather Data humidity
0.010232013,96.1,96.1,23,60,AQI Data O3,Weather Data humidity
0.01000391,97.1,97.1,45,47,AQI Data O3,Weather Data humidity
0.01000391,54.5,97.8,47,47,AQI Data O3,Weather Data humidity
0.01016684,98.1,98.1,31,42,AQI Data O3,Weather Data humidity
0.01000391,49.3,98.5,31,35,AQI Data O3,Weather Data humidity
0.01000391,50.1,98.5,31,36,AQI Data O3,Weather Data humidity
0.01000391,91.9,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,92.8,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,92.9,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,94.6,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,95.4,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,95.9,98.5,31,41,AQI Data O3,Weather Data humidity
0.010036496,96.1,98.5,31,41,AQI Data O3,Weather Data humidity
0.01000391,41.7,99.3,33,34,AQI Data O3,Weather Data humidity
0.01000391,42.1,99.3,32,34,AQI Data O3,Weather Data humidity
0.01000391,42.6,99.3,32,35,AQI Data O3,Weather Data humidity
0.01000391,91.9,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,92.8,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,92.9,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,94.6,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,95.4,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,95.9,99.3,32,41,AQI Data O3,Weather Data humidity
0.01000391,96.1,99.3,32,41,AQI Data O3,Weather Data humidity
0.010297185,99.3,99.3,24,60,AQI Data O3,Weather Data humidity
0.01000391,91.9,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,91.9,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,92.8,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,92.8,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,92.9,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,92.9,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,94.6,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,94.6,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,95.4,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,95.4,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,95.9,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,95.9,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,96.1,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,96.1,99.4,41,41,AQI Data O3,Weather Data humidity
0.01000391,99.3,99.4,39,39,AQI Data O3,Weather Data humidity
0.01000391,99.3,99.4,41,41,AQI Data O3,Weather Data humidity
0.010069082,99.6,99.6,32,37,AQI Data O3,Weather Data humidity
0.01000391,100.6,100.6,32,41,AQI Data O3,Weather Data humidity
0.010069082,101.1,101.1,32,37,AQI Data O3,Weather Data humidity
0.01000391,91.9,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,92.8,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,92.9,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,94.6,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,95.4,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,95.9,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,96.1,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,99.3,101.5,34,37,AQI Data O3,Weather Data humidity
0.01000391,91.9,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,92.8,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,92.9,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,94.6,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,95.4,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,95.9,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,96.1,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,99.3,102.1,34,36,AQI Data O3,Weather Data humidity
0.01000391,91.9,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,92.8,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,92.9,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,94.6,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,95.4,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,95.9,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,96.1,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,99.3,102.5,34,34,AQI Data O3,Weather Data humidity
0.01000391,102.5,102.5,30,51,AQI Data O3,Weather Data humidity
0.01000391,91.9,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,92.8,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,92.9,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,94.6,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,95.4,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,95.9,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,96.1,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,99.3,104.1,36,36,AQI Data O3,Weather Data humidity
0.01000391,105.7,105.7,30,54,AQI Data O3,Weather Data humidity
0.01000391,105.7,105.9,36,36,AQI Data O3,Weather Data humidity
0.010036496,108.9,108.9,31,54,AQI Data O3,Weather Data humidity
0.01000391,108.9,108.9,59,59,AQI Data O3,Weather Data humidity
0.010134254,112.1,112.1,31,51,AQI Data O3,Weather Data humidity
0.01016684,115.3,115.3,32,32,AQI Data O3,Weather Data humidity
0.010134254,115.3,115.3,34,36,AQI Data O3,Weather Data humidity
0.010036496,121.7,121.7,31,36,AQI Data O3,Weather Data humidity
0.01000391,121.7,121.7,38,39,AQI Data O3,Weather Data humidity
0.010101668,121.7,121.7,47,48,AQI Data O3,Weather Data humidity
0.014696298,2.1,2.1,24,24,AQI Data O3,Weather Data humidity
0.012708551,2.1,2.1,66,66,AQI Data O3,Weather Data humidity
0.010688217,12.9,12.9,24,43,AQI Data O3,Weather Data humidity
0.011633212,16.1,16.1,24,43,AQI Data O3,Weather Data humidity
0.01000391,17.1,17.1,24,43,AQI Data O3,Weather Data humidity
0.01000391,17.6,17.6,24,43,AQI Data O3,Weather Data humidity
0.01000391,2.1,26.4,43,43,AQI Data O3,Weather Data windspeed
0.01000391,12.9,26.4,24,24,AQI Data O3,Weather Data windspeed
0.01000391,18.1,26.4,24,43,AQI Data O3,Weather Data windspeed
0.010036496,28.1,28.1,24,66,AQI Data O3,Weather Data windspeed
0.01016684,28.4,28.4,24,66,AQI Data O3,Weather Data windspeed
0.01000391,28.7,30.3,24,66,AQI Data O3,Weather Data windspeed
0.01000391,30.8,30.8,24,66,AQI Data O3,Weather Data windspeed
0.010069082,31,33.1,24,66,AQI Data O3,Weather Data windspeed
0.010362357,41.7,41.7,8,66,AQI Data O3,Weather Data windspeed
0.01000391,44.9,44.9,8,66,AQI Data O3,Weather Data windspeed
0.010818561,48.1,48.1,8,66,AQI Data O3,Weather Data windspeed
0.011307351,51.3,51.3,8,66,AQI Data O3,Weather Data windspeed
0.010883733,54.5,54.5,8,66,AQI Data O3,Weather Data windspeed
0.011861314,57.7,57.7,8,66,AQI Data O3,Weather Data windspeed
0.01000391,58.1,58.2,8,66,AQI Data O3,Weather Data windspeed
0.01000391,58.4,94.8,8,66,AQI Data O3,Weather Data windspeed
0.01000391,96.1,96.6,8,66,AQI Data O3,Weather Data windspeed
0.01000391,97.1,97.5,8,66,AQI Data O3,Weather Data windspeed
0.011926486,99.3,99.3,8,66,AQI Data O3,Weather Data windspeed
0.010394943,102.5,102.5,8,66,AQI Data O3,Weather Data windspeed
0.011046663,105.7,105.7,8,66,AQI Data O3,Weather Data windspeed
0.011535454,108.9,108.9,8,66,AQI Data O3,Weather Data windspeed
0.010590459,112.1,112.1,8,66,AQI Data O3,Weather Data windspeed
0.01000391,41.7,114.1,8,8,AQI Data O3,Weather Data windspeed
0.01000391,33.4,118.7,24,66,AQI Data O3,Weather Data windspeed
0.010036496,119.7,125.4,24,66,AQI Data O3,Weather Data windspeed
0.011274765,128.1,128.1,24,66,AQI Data O3,Weather Data windspeed
0.01000391,26.6,130.7,24,43,AQI Data O3,Weather Data windspeed
0.010036496,131.1,131.1,24,43,AQI Data O3,Weather Data windspeed
0.010362357,131.3,131.3,24,66,AQI Data O3,Weather Data windspeed
0.01000391,132.2,132.8,24,43,AQI Data O3,Weather Data windspeed
0.01000391,133.9,134.1,24,43,AQI Data O3,Weather Data windspeed
0.011274765,134.5,134.5,24,43,AQI Data O3,Weather Data windspeed
0.010623045,137.7,137.7,24,43,AQI Data O3,Weather Data windspeed
0.011111835,140.9,140.9,24,43,AQI Data O3,Weather Data windspeed
0.010199426,144.1,144.1,24,43,AQI Data O3,Weather Data windspeed
0.01000391,26.6,165.1,66,66,AQI Data O3,Weather Data windspeed
0.01000391,26.6,197,43,43,AQI Data O3,Weather Data windspeed
0.01000391,26.6,202.6,24,24,AQI Data O3,Weather Data windspeed
0.011437696,2.1,2.1,12,22,AQI Data O3,Weather Data windspeed
0.011437696,2.1,2.3,13,13,AQI Data O3,Weather Data windspeed
0.011437696,2.1,2.3,22,22,AQI Data O3,Weather Data windspeed
0.01000391,3.3,3.3,12,22,AQI Data O3,Weather Data windspeed
0.01000391,3.5,3.5,12,22,AQI Data O3,Weather Data windspeed
0.01000391,5.8,5.8,12,22,AQI Data O3,Weather Data windspeed
0.01000391,6,6.1,12,22,AQI Data O3,Weather Data winddir
0.010297185,6.5,6.5,12,23,AQI Data O3,Weather Data winddir
0.010069082,6.5,165.7,12,22,AQI Data O3,Weather Data winddir
0.010069082,7.5,165.7,12,23,AQI Data O3,Weather Data winddir
0.010232013,167.3,167.3,12,23,AQI Data O3,Weather Data winddir
0.010069082,171.3,171.3,12,23,AQI Data O3,Weather Data winddir
0.010036496,172.9,172.9,12,23,AQI Data O3,Weather Data winddir
0.01000391,3,185.3,12,13,AQI Data O3,Weather Data winddir
0.010036496,185.7,185.7,12,13,AQI Data O3,Weather Data winddir
0.01000391,186,186.3,12,13,AQI Data O3,Weather Data winddir
0.010069082,186.5,186.5,12,13,AQI Data O3,Weather Data winddir
0.01016684,187.3,187.3,12,13,AQI Data O3,Weather Data winddir
0.010232013,188.1,188.1,12,13,AQI Data O3,Weather Data winddir
0.01000391,189.7,189.7,12,13,AQI Data O3,Weather Data winddir
0.01000391,7.5,196.6,22,23,AQI Data O3,Weather Data winddir
0.010492701,196.9,196.9,22,23,AQI Data O3,Weather Data winddir
0.010394943,197.7,197.7,22,23,AQI Data O3,Weather Data winddir
0.01000391,198.5,198.5,22,23,AQI Data O3,Weather Data winddir
0.01000391,2.5,202.7,13,13,AQI Data O3,Weather Data winddir
0.01000391,2.5,210.9,22,22,AQI Data O3,Weather Data winddir
0.01000391,211.3,211.3,22,22,AQI Data O3,Weather Data winddir
0.01000391,211.5,211.5,22,22,AQI Data O3,Weather Data winddir
0.01000391,211.9,212.1,22,22,AQI Data O3,Weather Data winddir
0.01016684,5,7,25,43,AQI Data CO,Weather Data winddir
0.010297185,7,7,25,44,AQI Data CO,Weather Data winddir
0.01000391,4,8,27,42,AQI Data CO,Weather Data winddir
0.01000391,7,8,26,44,AQI Data CO,Weather Data winddir
0.010134254,9,10,28,45,AQI Data CO,Weather Data winddir
0.010134254,9,11,28,44,AQI Data CO,Weather Data winddir
0.010134254,9,13,29,44,AQI Data CO,Weather Data temperature
0.010427529,13,13,27,44,AQI Data CO,Weather Data temperature
0.010427529,13,14,28,43,AQI Data CO,Weather Data temperature
0.01000391,3,15,37,40,AQI Data CO,Weather Data temperature
0.010427529,13,15,28,42,AQI Data CO,Weather Data temperature
0.010427529,13,16,28,39,AQI Data CO,Weather Data temperature
0.010069082,13,17,28,38,AQI Data CO,Weather Data temperature
0.01000391,3,18,34,34,AQI Data CO,Weather Data temperature
0.010069082,13,18,32,36,AQI Data CO,Weather Data temperature
0.010036496,13,19,28,28,AQI Data CO,Weather Data temperature
0.010036496,19,19,28,29,AQI Data CO,Weather Data temperature
0.010623045,21,22,20,21,AQI Data CO,Weather Data temperature
0.01173097,24,24,20,22,AQI Data CO,Weather Data temperature
0.01000391,24,29,20,21,AQI Data CO,Weather Data temperature
0.01000391,21,37,20,20,AQI Data CO,Weather Data temperature
0.010297185,5,5,8,74,AQI Data CO,Weather Data temperature
0.010297185,6,6,9,75,AQI Data CO,Weather Data temperature
0.010232013,6,7,9,74,AQI Data CO,Weather Data temperature
0.01000391,6,9,10,72,AQI Data CO,Weather Data temperature
0.01000391,9,9,10,75,AQI Data CO,Weather Data temperature
0.01000391,9,10,12,74,AQI Data CO,Weather Data temperature
0.01000391,4,11,16,72,AQI Data CO,Weather Data humidity
0.01000391,9,11,13,74,AQI Data CO,Weather Data humidity
0.010232013,13,13,11,75,AQI Data CO,Weather Data humidity
0.01000391,9,14,13,70,AQI Data CO,Weather Data humidity
0.010232013,13,14,13,72,AQI Data CO,Weather Data humidity
0.01000391,9,15,15,70,AQI Data CO,Weather Data humidity
0.010232013,13,15,15,70,AQI Data CO,Weather Data humidity
0.01000391,9,16,15,69,AQI Data CO,Weather Data humidity
0.010232013,13,16,15,69,AQI Data CO,Weather Data humidity
0.01000391,9,18,16,65,AQI Data CO,Weather Data humidity
0.010036496,13,18,16,65,AQI Data CO,Weather Data humidity
0.01000391,9,19,17,63,AQI Data CO,Weather Data humidity
0.010036496,13,19,17,63,AQI Data CO,Weather Data humidity
0.01000391,9,20,18,60,AQI Data CO,Weather Data humidity
0.010036496,13,20,18,60,AQI Data CO,Weather Data humidity
0.01000391,9,21,21,54,AQI Data CO,Weather Data humidity
0.010036496,13,21,21,54,AQI Data CO,Weather Data humidity
0.01000391,3,22,40,52,AQI Data CO,Weather Data humidity
0.01000391,9,22,25,52,AQI Data CO,Weather Data humidity
0.01000391,13,22,25,52,AQI Data CO,Weather Data humidity
0.01000391,9,24,29,41,AQI Data CO,Weather Data humidity
0.01000391,13,24,29,41,AQI Data CO,Weather Data humidity
0.010101668,24,24,24,66,AQI Data CO,Weather Data humidity
0.01000391,3,25,37,37,AQI Data CO,Weather Data humidity
0.010101668,24,25,34,46,AQI Data CO,Weather Data humidity
0.010101668,24,25,50,53,AQI Data CO,Weather Data humidity
0.010036496,24,25,58,58,AQI Data CO,Weather Data humidity
0.010101668,24,25,62,65,AQI Data CO,Weather Data humidity
0.010101668,24,26,38,41,AQI Data CO,Weather Data humidity
0.010101668,24,26,44,45,AQI Data CO,Weather Data humidity
0.010101668,24,27,63,65,AQI Data CO,Weather Data humidity
0.010069082,27,27,55,59,AQI Data CO,Weather Data humidity
0.010264599,27,27,62,65,AQI Data CO,Weather Data humidity
0.010101668,24,28,65,65,AQI Data CO,Weather Data humidity
0.01000391,27,28,58,59,AQI Data CO,Weather Data humidity
0.010264599,27,28,65,65,AQI Data CO,Weather Data humidity
0.01000391,24,29,55,56,AQI Data CO,Weather Data humidity
0.010655631,4,16,8,93,AQI Data CO,Weather Data humidity
0.010655631,4,22,8,66,AQI Data CO,Weather Data humidity
0.010655631,4,22,93,93,AQI Data CO,Weather Data humidity
0.010655631,3,25,24,66,AQI Data CO,Weather Data humidity
0.010688217,24,25,8,66,AQI Data CO,Weather Data humidity
0.010655631,3,30,66,66,AQI Data CO,Weather Data humidity
0.010557873,24,30,8,43,AQI Data CO,Weather Data windspeed
0.010688217,24,30,66,66,AQI Data CO,Weather Data windspeed
0.010557873,24,32,24,43,AQI Data CO,Weather Data windspeed
0.010557873,2,37,43,43,AQI Data CO,Weather Data windspeed
0.010329771,4,37,8,8,AQI Data CO,Weather Data windspeed
0.010557873,2,52,24,24,AQI Data CO,Weather Data windspeed
0.010297185,2,23,12,23,AQI Data CO,Weather Data windspeed
0.010297185,25,40,12,23,AQI Data CO,Weather Data windspeed
0.010297185,25,41,12,13,AQI Data CO,Weather Data windspeed
0.010297185,25,43,22,23,AQI Data CO,Weather Data windspeed
0.01000391,25,47,22,22,AQI Data CO,Weather Data windspeed
0.010297185,25,52,13,13,AQI Data CO,Weather Data windspeed
0.010101668,0.4,0.4,31,42,AQI Data SO2,Weather Data winddir
0.010036496,0.3,0.5,32,41,AQI Data SO2,Weather Data winddir
0.010427529,0.7,0.7,20,20,AQI Data SO2,Weather Data winddir
0.010720803,0.7,0.7,27,43,AQI Data SO2,Weather Data winddir
0.010394943,1,1,25,44,AQI Data SO2,Weather Data winddir
0.010329771,1.3,1.3,24,44,AQI Data SO2,Weather Data winddir
0.010036496,1,1.4,27,43,AQI Data SO2,Weather Data temperature
0.010036496,1,1.6,27,42,AQI Data SO2,Weather Data temperature
0.011014077,1.6,1.6,20,44,AQI Data SO2,Weather Data temperature
0.01000391,1.6,1.9,28,43,AQI Data SO2,Weather Data temperature
0.010623045,1.9,1.9,20,43,AQI Data SO2,Weather Data temperature
0.01000391,1.6,2.2,28,42,AQI Data SO2,Weather Data temperature
0.010264599,1.9,2.2,28,42,AQI Data SO2,Weather Data temperature
0.010883733,2.2,2.2,20,43,AQI Data SO2,Weather Data temperature
0.01000391,0.9,2.5,29,42,AQI Data SO2,Weather Data temperature
0.010101668,2.5,2.5,20,24,AQI Data SO2,Weather Data temperature
0.01000391,2.5,2.5,28,43,AQI Data SO2,Weather Data temperature
0.01000391,0.9,2.8,30,42,AQI Data SO2,Weather Data temperature
0.01000391,2.5,2.8,30,42,AQI Data SO2,Weather Data temperature
0.01016684,2.7,2.8,29,42,AQI Data SO2,Weather Data temperature
0.011209593,2.8,2.8,20,23,AQI Data SO2,Weather Data temperature
0.010916319,2.8,2.8,28,42,AQI Data SO2,Weather Data temperature
0.01000391,0.7,3.1,30,41,AQI Data SO2,Weather Data temperature
0.010948905,3.1,3.1,20,23,AQI Data SO2,Weather Data temperature
0.010134254,3.1,3.1,28,41,AQI Data SO2,Weather Data temperature
0.01000391,0.7,3.4,31,40,AQI Data SO2,Weather Data temperature
0.010134254,3.1,3.4,31,40,AQI Data SO2,Weather Data temperature
0.010883733,3.4,3.4,20,23,AQI Data SO2,Weather Data temperature
0.010460115,3.4,3.4,29,40,AQI Data SO2,Weather Data temperature
0.01000391,0.7,3.5,34,37,AQI Data SO2,Weather Data temperature
0.01000391,3.1,3.5,34,37,AQI Data SO2,Weather Data temperature
0.01000391,3.4,3.5,34,37,AQI Data SO2,Weather Data temperature
0.01000391,0.7,3.7,34,36,AQI Data SO2,Weather Data temperature
0.01000391,3.1,3.7,34,36,AQI Data SO2,Weather Data temperature
0.01000391,3.4,3.7,34,36,AQI Data SO2,Weather Data temperature
0.011242179,3.7,3.7,20,23,AQI Data SO2,Weather Data temperature
